time (s),signal
2.001000,0.231740328
2.002000,0.396626157
2.003000,0.607091112
2.004000,0.833056016
2.005000,0.966593256
2.006000,1.150266732
2.007000,1.206839710
2.008000,1.365376260
2.009000,1.484710311
2.010000,1.529597968
2.011000,1.697021531
2.012000,1.803195166
2.013000,1.793443583
2.014000,1.844971993
2.015000,1.824955401
2.016000,1.829768655
2.017000,1.830368989
2.018000,1.747679488
2.019000,1.766291506
2.020000,1.608305279
2.021000,1.599270243
2.022000,1.489308180
2.023000,1.455750358
2.024000,1.335434845
2.025000,1.147953850
2.026000,1.033990026
2.027000,0.972914869
2.028000,0.886023161
2.029000,0.796998698
2.030000,0.710049259
2.031000,0.641987878
2.032000,0.500676194
2.033000,0.415612104
2.034000,0.413905817
2.035000,0.341340583
2.036000,0.304213640
2.037000,0.252456254
2.038000,0.239888561
2.039000,0.271551347
2.040000,0.167959041
2.041000,0.176586894
2.042000,0.235313382
2.043000,0.270723509
2.044000,0.228911154
2.045000,0.211085852
2.046000,0.204066982
2.047000,0.287042359
2.048000,0.255646084
2.049000,0.369919180
2.050000,0.382992705
2.051000,0.323255992
2.052000,0.329585027
2.053000,0.304230809
2.054000,0.328495707
2.055000,0.274066821
2.056000,0.249325659
2.057000,0.254947259
2.058000,0.193356704
2.059000,0.193122900
2.060000,0.029523873
2.061000,0.006987183
2.062000,-0.061937406
2.063000,-0.070525437
2.064000,-0.172928552
2.065000,-0.202620171
2.066000,-0.317372883
2.067000,-0.344609146
2.068000,-0.329057661
2.069000,-0.400628968
2.070000,-0.552571469
2.071000,-0.525449481
2.072000,-0.544754372
2.073000,-0.609899069
2.074000,-0.645695983
2.075000,-0.602037323
2.076000,-0.619853638
2.077000,-0.599156825
2.078000,-0.605565923
2.079000,-0.508775204
2.080000,-0.577548142
2.081000,-0.530885932
2.082000,-0.461948916
2.083000,-0.413546368
2.084000,-0.432979960
2.085000,-0.308217174
2.086000,-0.347225544
2.087000,-0.261908665
2.088000,-0.233633036
2.089000,-0.213056326
2.090000,-0.131618892
2.091000,-0.217387810
2.092000,-0.158876650
2.093000,-0.163508156
2.094000,-0.119831865
2.095000,-0.119875885
2.096000,-0.174337668
2.097000,-0.197868365
2.098000,-0.359263899
2.099000,-0.350611122
2.100000,-0.469466434
2.101000,-0.520183319
2.102000,-0.589872641
2.103000,-0.688585842
2.104000,-0.748730570
2.105000,-0.950587367
2.106000,-1.018328134
2.107000,-1.138570833
2.108000,-1.241090078
2.109000,-1.254398077
2.110000,-1.364626500
2.111000,-1.399880224
2.112000,-1.476618509
2.113000,-1.563138359
2.114000,-1.633152316
2.115000,-1.597720782
2.116000,-1.655044168
2.117000,-1.659640217
2.118000,-1.629467591
2.119000,-1.544212197
2.120000,-1.444399384
2.121000,-1.397134544
2.122000,-1.260737164
2.123000,-1.176743437
2.124000,-1.058669158
2.125000,-0.816390400
2.126000,-0.682917359
2.127000,-0.560362120
2.128000,-0.411156506
2.129000,-0.247731819
2.130000,0.003703594
2.131000,0.177187932
2.132000,0.391761938
2.133000,0.577700609
2.134000,0.766413264
2.135000,0.965752197
2.136000,1.109827909
2.137000,1.236438721
2.138000,1.379849978
2.139000,1.550844278
2.140000,1.615855667
2.141000,1.767471948
2.142000,1.847757654
2.143000,1.887453164
2.144000,1.909605123
2.145000,1.905970576
2.146000,1.934058142
2.147000,1.910449336
2.148000,1.935286048
2.149000,1.881381958
2.150000,1.813396017
2.151000,1.801222812
2.152000,1.702216333
2.153000,1.614021568
2.154000,1.536331055
2.155000,1.452213659
2.156000,1.270906384
2.157000,1.236162518
2.158000,1.056455287
2.159000,0.984031324
2.160000,0.938202121
2.161000,0.832686599
2.162000,0.741266646
2.163000,0.642355242
2.164000,0.601769438
2.165000,0.443074317
2.166000,0.417787457
2.167000,0.373811861
2.168000,0.386576266
2.169000,0.316791799
2.170000,0.284469099
2.171000,0.203969280
2.172000,0.273153607
2.173000,0.203105689
2.174000,0.145479678
2.175000,0.235068105
2.176000,0.112190436
2.177000,0.119365021
2.178000,0.127900608
2.179000,0.093056725
2.180000,0.122962480
2.181000,0.096439009
2.182000,0.068162116
2.183000,0.093291061
2.184000,-0.046089040
2.185000,0.004917810
2.186000,-0.105282241
2.187000,-0.086436261
2.188000,-0.127836370
2.189000,-0.175040814
2.190000,-0.312608153
2.191000,-0.407467534
2.192000,-0.430314133
2.193000,-0.510168508
2.194000,-0.629549935
2.195000,-0.621171791
2.196000,-0.734739973
2.197000,-0.723645400
2.198000,-0.792633590
2.199000,-0.878425547
2.200000,-0.909982210
2.201000,-0.951201373
2.202000,-0.981513839
2.203000,-0.889121404
2.204000,-1.014430264
2.205000,-0.978734174
2.206000,-0.934464941
2.207000,-0.949519871
2.208000,-0.921006492
2.209000,-0.897186725
2.210000,-0.768542431
2.211000,-0.722769799
2.212000,-0.663874533
2.213000,-0.652422763
2.214000,-0.518031534
2.215000,-0.448898369
2.216000,-0.391864584
2.217000,-0.348876304
2.218000,-0.238349208
2.219000,-0.196672053
2.220000,-0.108396489
2.221000,-0.056925970
2.222000,-0.026067095
2.223000,0.043249815
2.224000,0.036392967
2.225000,0.063986563
2.226000,0.058072468
2.227000,0.060598917
2.228000,-0.026291360
2.229000,-0.047730984
2.230000,-0.061455116
2.231000,-0.147200125
2.232000,-0.190634685
2.233000,-0.283301667
2.234000,-0.407425557
2.235000,-0.461618735
2.236000,-0.593423581
2.237000,-0.656454067
2.238000,-0.728766665
2.239000,-0.848569972
2.240000,-0.905207307
2.241000,-1.106603862
2.242000,-1.154280863
2.243000,-1.213326021
2.244000,-1.272847183
2.245000,-1.291602232
2.246000,-1.340832729
2.247000,-1.307570254
2.248000,-1.305252705
2.249000,-1.298911596
2.250000,-1.300366399
2.251000,-1.194405948
2.252000,-1.113843389
2.253000,-1.029685735
2.254000,-0.929469299
2.255000,-0.763385852
2.256000,-0.683206727
2.257000,-0.527050761
2.258000,-0.335070609
2.259000,-0.169901132
2.260000,0.015192940
2.261000,0.160511129
2.262000,0.310717118
2.263000,0.493580929
2.264000,0.695432733
2.265000,0.904832904
2.266000,1.070300821
2.267000,1.148366474
2.268000,1.364184894
2.269000,1.478255594
2.270000,1.568277724
2.271000,1.768718922
2.272000,1.798232016
2.273000,1.885658524
2.274000,1.991204046
2.275000,1.932793405
2.276000,1.957234056
2.277000,2.015995828
2.278000,1.918219412
2.279000,1.930615420
2.280000,1.886642377
2.281000,1.858400729
2.282000,1.774091942
2.283000,1.657297743
2.284000,1.628367571
2.285000,1.532471482
2.286000,1.378594323
2.287000,1.289250596
2.288000,1.192234305
2.289000,1.071544322
2.290000,1.037290618
2.291000,0.897553475
2.292000,0.804568199
2.293000,0.692069427
2.294000,0.627088716
2.295000,0.605180732
2.296000,0.511130525
2.297000,0.374707300
2.298000,0.334540476
2.299000,0.330526397
2.300000,0.249559700
2.301000,0.206206081
2.302000,0.159843141
2.303000,0.112321983
2.304000,0.124550209
2.305000,0.081602808
2.306000,0.099434102
2.307000,0.035335182
2.308000,-0.020565529
2.309000,-0.001709467
2.310000,-0.015841838
2.311000,-0.115505901
2.312000,-0.185809876
2.313000,-0.194930351
2.314000,-0.271693592
2.315000,-0.237491697
2.316000,-0.388748419
2.317000,-0.421895512
2.318000,-0.436941355
2.319000,-0.527614715
2.320000,-0.644512801
2.321000,-0.729773766
2.322000,-0.789683978
2.323000,-0.869025046
2.324000,-0.892899055
2.325000,-1.015503140
2.326000,-1.120224407
2.327000,-1.113499107
2.328000,-1.168540193
2.329000,-1.255020471
2.330000,-1.264546465
2.331000,-1.315601271
2.332000,-1.371878037
2.333000,-1.345094162
2.334000,-1.371980675
2.335000,-1.339380417
2.336000,-1.318941205
2.337000,-1.239103031
2.338000,-1.190124648
2.339000,-1.170903923
2.340000,-1.084332399
2.341000,-0.973140783
2.342000,-0.867612790
2.343000,-0.781449588
2.344000,-0.747054820
2.345000,-0.536326222
2.346000,-0.414465718
2.347000,-0.313264148
2.348000,-0.239876632
2.349000,-0.135559053
2.350000,-0.080722940
2.351000,0.031650059
2.352000,0.070084698
2.353000,0.175197198
2.354000,0.184518793
2.355000,0.288160940
2.356000,0.289732640
2.357000,0.339204870
2.358000,0.323306303
2.359000,0.291516852
2.360000,0.304216043
2.361000,0.204036408
2.362000,0.179160267
2.363000,0.107477816
2.364000,0.072371225
2.365000,-0.034287438
2.366000,-0.112805992
2.367000,-0.198973831
2.368000,-0.381917397
2.369000,-0.437019424
2.370000,-0.502239010
2.371000,-0.568506620
2.372000,-0.669464209
2.373000,-0.727669774
2.374000,-0.844686048
2.375000,-0.895005199
2.376000,-0.960381028
2.377000,-0.991830437
2.378000,-1.021931948
2.379000,-1.015591265
2.380000,-0.990699552
2.381000,-0.973331369
2.382000,-0.904872195
2.383000,-0.895469192
2.384000,-0.747226529
2.385000,-0.658643483
2.386000,-0.540327701
2.387000,-0.444549876
2.388000,-0.311560695
2.389000,-0.122995886
2.390000,-0.005639965
2.391000,0.215643071
2.392000,0.274392877
2.393000,0.471003986
2.394000,0.605601254
2.395000,0.773825207
2.396000,0.926664577
2.397000,1.081836300
2.398000,1.256754818
2.399000,1.325406706
2.400000,1.492437953
2.401000,1.532017519
2.402000,1.649843204
2.403000,1.773239254
2.404000,1.803482173
2.405000,1.837833342
2.406000,1.872666479
2.407000,1.879432955
2.408000,1.874154222
2.409000,1.876056516
2.410000,1.767804466
2.411000,1.749313707
2.412000,1.711739407
2.413000,1.646369687
2.414000,1.563414160
2.415000,1.501713647
2.416000,1.357934044
2.417000,1.239063085
2.418000,1.221967926
2.419000,1.087103909
2.420000,0.974432983
2.421000,0.897388863
2.422000,0.791507274
2.423000,0.746476923
2.424000,0.659209319
2.425000,0.563025533
2.426000,0.496390207
2.427000,0.413127785
2.428000,0.380410030
2.429000,0.221464500
2.430000,0.204987741
2.431000,0.190909289
2.432000,0.135532025
2.433000,0.078247142
2.434000,0.086341930
2.435000,0.000624826
2.436000,-0.000946393
2.437000,-0.041789930
2.438000,-0.083349508
2.439000,-0.151874500
2.440000,-0.177832674
2.441000,-0.184044548
2.442000,-0.257664593
2.443000,-0.302883549
2.444000,-0.396864723
2.445000,-0.513158663
2.446000,-0.548503370
2.447000,-0.615911868
2.448000,-0.653179983
2.449000,-0.742243124
2.450000,-0.850080551
2.451000,-0.976426740
2.452000,-1.035043608
2.453000,-1.133925799
2.454000,-1.218230902
2.455000,-1.329064820
2.456000,-1.354136209
2.457000,-1.438385805
2.458000,-1.474856524
2.459000,-1.595078437
2.460000,-1.626806407
2.461000,-1.513810103
2.462000,-1.667297752
2.463000,-1.636704945
2.464000,-1.622815973
2.465000,-1.641870055
2.466000,-1.522762665
2.467000,-1.524607319
2.468000,-1.452438628
2.469000,-1.323510501
2.470000,-1.310642187
2.471000,-1.199182944
2.472000,-1.082647320
2.473000,-0.992760079
2.474000,-0.815826169
2.475000,-0.677442791
2.476000,-0.550578794
2.477000,-0.399731419
2.478000,-0.257660593
2.479000,-0.140603205
2.480000,-0.030031028
2.481000,0.135004513
2.482000,0.190075980
2.483000,0.355197658
2.484000,0.398113743
2.485000,0.504426898
2.486000,0.599793362
2.487000,0.525698565
2.488000,0.621115987
2.489000,0.632343472
2.490000,0.697623243
2.491000,0.620807554
2.492000,0.686753479
2.493000,0.517035933
2.494000,0.518582258
2.495000,0.430315742
2.496000,0.381009298
2.497000,0.264740847
2.498000,0.177782469
2.499000,0.042034757
2.500000,0.003245210
2.501000,-0.141657258
2.502000,-0.230603495
2.503000,-0.279089056
2.504000,-0.369497063
2.505000,-0.411092101
2.506000,-0.548690980
2.507000,-0.550242659
2.508000,-0.595207890
2.509000,-0.642083362
2.510000,-0.670510711
2.511000,-0.646834696
2.512000,-0.600364221
2.513000,-0.604855166
2.514000,-0.519577952
2.515000,-0.489697060
2.516000,-0.352158567
2.517000,-0.312502827
2.518000,-0.216242168
2.519000,-0.146716852
2.520000,-0.020026758
2.521000,0.162202997
2.522000,0.276806720
2.523000,0.427844627
2.524000,0.535539136
2.525000,0.687121263
2.526000,0.805390509
2.527000,0.960436645
2.528000,1.065737014
2.529000,1.240493263
2.530000,1.266269245
2.531000,1.411626384
2.532000,1.425288241
2.533000,1.508678750
2.534000,1.549344562
2.535000,1.650193605
2.536000,1.649058309
2.537000,1.649447624
2.538000,1.647929897
2.539000,1.590667224
2.540000,1.635084345
2.541000,1.592915512
2.542000,1.497958985
2.543000,1.437888343
2.544000,1.387527415
2.545000,1.286801529
2.546000,1.204920359
2.547000,1.111289720
2.548000,1.028520302
2.549000,0.936449106
2.550000,0.884721494
2.551000,0.766472837
2.552000,0.679374292
2.553000,0.592586858
2.554000,0.489524423
2.555000,0.508895622
2.556000,0.409720144
2.557000,0.357763733
2.558000,0.258073368
2.559000,0.264568673
2.560000,0.176393791
2.561000,0.170578050
2.562000,0.084679212
2.563000,0.044178679
2.564000,-0.008371405
2.565000,-0.027651729
2.566000,-0.060993350
2.567000,-0.061981714
2.568000,-0.101744959
2.569000,-0.189408800
2.570000,-0.203462441
2.571000,-0.373893628
2.572000,-0.363723534
2.573000,-0.404658214
2.574000,-0.453550471
2.575000,-0.540980520
2.576000,-0.634185917
2.577000,-0.730135613
2.578000,-0.828468531
2.579000,-0.839257262
2.580000,-0.957226802
2.581000,-1.047894686
2.582000,-1.183478144
2.583000,-1.295588771
2.584000,-1.356323076
2.585000,-1.463256193
2.586000,-1.550514752
2.587000,-1.624626107
2.588000,-1.711609879
2.589000,-1.777578346
2.590000,-1.806230234
2.591000,-1.875509275
2.592000,-1.837366560
2.593000,-1.836997182
2.594000,-1.876849471
2.595000,-1.884487830
2.596000,-1.777813504
2.597000,-1.726491999
2.598000,-1.661393763
2.599000,-1.615276994
2.600000,-1.531669814
2.601000,-1.308376746
2.602000,-1.239761794
2.603000,-1.081126294
2.604000,-0.952486819
2.605000,-0.785021341
2.606000,-0.677770440
2.607000,-0.491796213
2.608000,-0.357237300
2.609000,-0.188661177
2.610000,-0.020265745
2.611000,0.098270229
2.612000,0.282478124
2.613000,0.409318302
2.614000,0.518128117
2.615000,0.659982015
2.616000,0.759724322
2.617000,0.815800963
2.618000,0.966028586
2.619000,0.975330970
2.620000,1.018635202
2.621000,0.989441348
2.622000,1.023826825
2.623000,1.001727523
2.624000,0.914831848
2.625000,0.877559314
2.626000,0.925494001
2.627000,0.754656228
2.628000,0.701247678
2.629000,0.592442848
2.630000,0.530658824
2.631000,0.379392320
2.632000,0.281375161
2.633000,0.248768180
2.634000,0.126862528
2.635000,-0.042306647
2.636000,-0.049349622
2.637000,-0.129063175
2.638000,-0.165785792
2.639000,-0.229606926
2.640000,-0.268650362
2.641000,-0.302679697
2.642000,-0.309115028
2.643000,-0.350771511
2.644000,-0.324816311
2.645000,-0.296174200
2.646000,-0.267644367
2.647000,-0.147896771
2.648000,-0.071676052
2.649000,-0.007572837
2.650000,0.043060212
2.651000,0.139604787
2.652000,0.243003513
2.653000,0.394164876
2.654000,0.483433904
2.655000,0.627100679
2.656000,0.651763655
2.657000,0.776847742
2.658000,0.843723431
2.659000,0.930542768
2.660000,1.052078953
2.661000,1.121242362
2.662000,1.180334649
2.663000,1.203046663
2.664000,1.296677366
2.665000,1.311839675
2.666000,1.365086302
2.667000,1.359176999
2.668000,1.296321836
2.669000,1.329009424
2.670000,1.269744169
2.671000,1.294191761
2.672000,1.198748528
2.673000,1.127966894
2.674000,1.067529077
2.675000,0.965836263
2.676000,0.976024713
2.677000,0.925401036
2.678000,0.732345175
2.679000,0.698728055
2.680000,0.625790821
2.681000,0.535922781
2.682000,0.517673102
2.683000,0.449487839
2.684000,0.339755775
2.685000,0.348878697
2.686000,0.232179422
2.687000,0.173304245
2.688000,0.143126708
2.689000,0.071052807
2.690000,0.099820246
2.691000,0.041022719
2.692000,-0.019037985
2.693000,-0.042901981
2.694000,-0.092455930
2.695000,-0.085135685
2.696000,-0.160500667
2.697000,-0.152158959
2.698000,-0.201174068
2.699000,-0.205791593
2.700000,-0.233226315
2.701000,-0.287850224
2.702000,-0.367908812
2.703000,-0.444517930
2.704000,-0.497671741
2.705000,-0.561131168
2.706000,-0.624287321
2.707000,-0.740247341
2.708000,-0.841921482
2.709000,-0.902065959
2.710000,-0.964586548
2.711000,-1.049854786
2.712000,-1.184212537
2.713000,-1.339592609
2.714000,-1.367866654
2.715000,-1.532486806
2.716000,-1.622317339
2.717000,-1.671864817
2.718000,-1.803339974
2.719000,-1.805244892
2.720000,-1.886864801
2.721000,-1.916422763
2.722000,-1.982152416
2.723000,-1.945932538
2.724000,-1.953744053
2.725000,-1.961126839
2.726000,-1.885819844
2.727000,-1.940644650
2.728000,-1.779443934
2.729000,-1.706221801
2.730000,-1.623390866
2.731000,-1.475556108
2.732000,-1.333173998
2.733000,-1.224952682
2.734000,-1.050118690
2.735000,-0.882302746
2.736000,-0.696626167
2.737000,-0.493905155
2.738000,-0.364076797
2.739000,-0.129523916
2.740000,-0.028741673
2.741000,0.194848183
2.742000,0.303494023
2.743000,0.518203148
2.744000,0.688422932
2.745000,0.866084976
2.746000,0.931850212
2.747000,1.017852853
2.748000,1.164866969
2.749000,1.212061879
2.750000,1.272950136
2.751000,1.338826332
2.752000,1.367578024
2.753000,1.288789604
2.754000,1.331335972
2.755000,1.302283802
2.756000,1.228751367
2.757000,1.156618692
2.758000,1.135824232
2.759000,1.046144439
2.760000,0.952151391
2.761000,0.877196758
2.762000,0.773848873
2.763000,0.685680065
2.764000,0.633002739
2.765000,0.487130193
2.766000,0.450496263
2.767000,0.342981911
2.768000,0.253436332
2.769000,0.129950980
2.770000,0.080311897
2.771000,0.009780099
2.772000,0.009845816
2.773000,-0.032365557
2.774000,-0.032269454
2.775000,-0.039038220
2.776000,-0.033339075
2.777000,-0.027496380
2.778000,-0.013267401
2.779000,0.045575616
2.780000,0.132296019
2.781000,0.165630317
2.782000,0.234847985
2.783000,0.333608410
2.784000,0.396349960
2.785000,0.413213266
2.786000,0.530726631
2.787000,0.581020049
2.788000,0.676347047
2.789000,0.755838024
2.790000,0.819585936
2.791000,0.907227232
2.792000,0.887125701
2.793000,0.929141392
2.794000,0.981429927
2.795000,1.009253884
2.796000,0.955401633
2.797000,1.002672238
2.798000,0.987756409
2.799000,0.939413657
2.800000,0.902634085
2.801000,0.891964861
2.802000,0.834403599
2.803000,0.778926754
2.804000,0.685105841
2.805000,0.591569043
2.806000,0.573844358
2.807000,0.500434484
2.808000,0.453896362
2.809000,0.349634361
2.810000,0.325933634
2.811000,0.256375677
2.812000,0.162788913
2.813000,0.158652047
2.814000,0.070255192
2.815000,0.015179688
2.816000,0.004595979
2.817000,-0.036918239
2.818000,-0.091908468
2.819000,-0.069531951
2.820000,-0.107420786
2.821000,-0.145215716
2.822000,-0.187539616
2.823000,-0.132633492
2.824000,-0.152026968
2.825000,-0.161125842
2.826000,-0.134352676
2.827000,-0.263669883
2.828000,-0.167587540
2.829000,-0.185895676
2.830000,-0.282718546
2.831000,-0.255555060
2.832000,-0.349876515
2.833000,-0.403666564
2.834000,-0.429983983
2.835000,-0.434468802
2.836000,-0.548530119
2.837000,-0.635397153
2.838000,-0.694754071
2.839000,-0.830624855
2.840000,-0.862912317
2.841000,-0.960744212
2.842000,-1.097847080
2.843000,-1.238610144
2.844000,-1.286830640
2.845000,-1.412279325
2.846000,-1.500277623
2.847000,-1.578496950
2.848000,-1.685243454
2.849000,-1.802120774
2.850000,-1.796306226
2.851000,-1.886272398
2.852000,-1.924761191
2.853000,-1.940774385
2.854000,-1.958425101
2.855000,-1.936822288
2.856000,-1.927124061
2.857000,-1.894097353
2.858000,-1.842837344
2.859000,-1.761261442
2.860000,-1.656655507
2.861000,-1.503667302
2.862000,-1.413073225
2.863000,-1.261474355
2.864000,-1.103433177
2.865000,-0.915469339
2.866000,-0.733855548
2.867000,-0.508776001
2.868000,-0.419543814
2.869000,-0.191691773
2.870000,0.025527816
2.871000,0.148907276
2.872000,0.438430878
2.873000,0.562786077
2.874000,0.713728757
2.875000,0.927148252
2.876000,0.979935466
2.877000,1.185850892
2.878000,1.267725054
2.879000,1.398265492
2.880000,1.493587014
2.881000,1.571643874
2.882000,1.607295121
2.883000,1.686249178
2.884000,1.636155391
2.885000,1.617216707
2.886000,1.640847375
2.887000,1.563223755
2.888000,1.524721130
2.889000,1.328460400
2.890000,1.383696360
2.891000,1.282328427
2.892000,1.178879330
2.893000,1.074461549
2.894000,1.020350582
2.895000,0.829978259
2.896000,0.884478112
2.897000,0.726048202
2.898000,0.608306865
2.899000,0.565945582
2.900000,0.436215098
2.901000,0.328670072
2.902000,0.323339693
2.903000,0.190645797
2.904000,0.215603694
2.905000,0.202331553
2.906000,0.162127763
2.907000,0.092889085
2.908000,0.143106711
2.909000,0.143283597
2.910000,0.143350072
2.911000,0.122468219
2.912000,0.188857263
2.913000,0.247078638
2.914000,0.337248595
2.915000,0.429731203
2.916000,0.417322238
2.917000,0.411850853
2.918000,0.464764354
2.919000,0.548471580
2.920000,0.568546628
2.921000,0.590437674
2.922000,0.607967149
2.923000,0.651711811
2.924000,0.689956747
2.925000,0.622185029
2.926000,0.617387967
2.927000,0.610229426
2.928000,0.555680244
2.929000,0.470608234
2.930000,0.511027431
2.931000,0.427772642
2.932000,0.437465618
2.933000,0.347251747
2.934000,0.327225971
2.935000,0.194963364
2.936000,0.192056566
2.937000,0.046829881
2.938000,0.062950201
2.939000,-0.030772032
2.940000,-0.050505811
2.941000,-0.139936870
2.942000,-0.154097281
2.943000,-0.199056134
2.944000,-0.235930306
2.945000,-0.260878566
2.946000,-0.243828760
2.947000,-0.324607146
2.948000,-0.272918811
2.949000,-0.327090505
2.950000,-0.276536117
2.951000,-0.234460208
2.952000,-0.317076366
2.953000,-0.343907070
2.954000,-0.259188808
2.955000,-0.269718014
2.956000,-0.250875043
2.957000,-0.233579182
2.958000,-0.232078989
2.959000,-0.170422695
2.960000,-0.182895392
2.961000,-0.192183063
2.962000,-0.175720771
2.963000,-0.294834294
2.964000,-0.382218283
2.965000,-0.291463546
2.966000,-0.398817785
2.967000,-0.471299007
2.968000,-0.595743359
2.969000,-0.662330864
2.970000,-0.688384807
2.971000,-0.806963183
2.972000,-0.965676063
2.973000,-1.031169973
2.974000,-1.075187975
2.975000,-1.172118479
2.976000,-1.306154777
2.977000,-1.326056107
2.978000,-1.473250888
2.979000,-1.535295267
2.980000,-1.625869246
2.981000,-1.706133366
2.982000,-1.823728812
2.983000,-1.869820479
2.984000,-1.866760973
2.985000,-1.842826313
2.986000,-1.839076297
2.987000,-1.798261956
2.988000,-1.762021633
2.989000,-1.680478341
2.990000,-1.580282532
2.991000,-1.507005269
2.992000,-1.396269778
2.993000,-1.330797679
2.994000,-1.076013752
2.995000,-0.962484679
2.996000,-0.792550829
2.997000,-0.556115715
2.998000,-0.364483591
2.999000,-0.176809260
3.000000,0.028590223
3.001000,0.164386409
3.002000,0.385160931
3.003000,0.565646054
3.004000,0.817171925
3.005000,0.965198677
3.006000,1.094862009
3.007000,1.277402530
3.008000,1.398871365
3.009000,1.503720649
3.010000,1.623915432
3.011000,1.720328736
3.012000,1.757157142
3.013000,1.771988411
3.014000,1.849746204
3.015000,1.842655227
3.016000,1.810159948
3.017000,1.798763005
3.018000,1.776069016
3.019000,1.731885460
3.020000,1.682718706
3.021000,1.583228902
3.022000,1.517549845
3.023000,1.399874862
3.024000,1.328949286
3.025000,1.222570783
3.026000,1.123737047
3.027000,1.046069939
3.028000,0.892604883
3.029000,0.754871100
3.030000,0.706805719
3.031000,0.646062940
3.032000,0.542404089
3.033000,0.479171960
3.034000,0.354652235
3.035000,0.327145720
3.036000,0.323476356
3.037000,0.295044709
3.038000,0.222572024
3.039000,0.237966468
3.040000,0.195326952
3.041000,0.178779463
3.042000,0.218195595
3.043000,0.230212248
3.044000,0.246972288
3.045000,0.270868678
3.046000,0.314414025
3.047000,0.307688578
3.048000,0.282301250
3.049000,0.332842477
3.050000,0.268719073
3.051000,0.319487726
3.052000,0.346625529
3.053000,0.328143050
3.054000,0.319089062
3.055000,0.331460117
3.056000,0.225202685
3.057000,0.237978476
3.058000,0.171771100
3.059000,0.162633462
3.060000,0.082157344
3.061000,0.047117097
3.062000,0.011582860
3.063000,-0.076851347
3.064000,-0.164415317
3.065000,-0.231720441
3.066000,-0.303124334
3.067000,-0.310635486
3.068000,-0.358598045
3.069000,-0.457109419
3.070000,-0.550496548
3.071000,-0.555392499
3.072000,-0.556525313
3.073000,-0.623500323
3.074000,-0.671379434
3.075000,-0.635229762
3.076000,-0.684084067
3.077000,-0.605969785
3.078000,-0.612856614
3.079000,-0.576902144
3.080000,-0.511233210
3.081000,-0.543244043
3.082000,-0.541832573
3.083000,-0.436349494
3.084000,-0.377549663
3.085000,-0.390022858
3.086000,-0.314535742
3.087000,-0.272516569
3.088000,-0.223587643
3.089000,-0.210292443
3.090000,-0.085712515
3.091000,-0.154849626
3.092000,-0.131357444
3.093000,-0.150967793
3.094000,-0.225371976
3.095000,-0.124961412
3.096000,-0.292305723
3.097000,-0.199022359
3.098000,-0.332170091
3.099000,-0.396286775
3.100000,-0.431242413
3.101000,-0.443057268
3.102000,-0.587624706
3.103000,-0.697162335
3.104000,-0.813035162
3.105000,-0.871706613
3.106000,-1.004358743
3.107000,-1.072737818
3.108000,-1.250830661
3.109000,-1.268718202
3.110000,-1.360559317
3.111000,-1.487385352
3.112000,-1.543153741
3.113000,-1.569604153
3.114000,-1.618659101
3.115000,-1.618773750
3.116000,-1.677336433
3.117000,-1.650194428
3.118000,-1.531535110
3.119000,-1.573139214
3.120000,-1.495148494
3.121000,-1.404025089
3.122000,-1.305824686
3.123000,-1.143276716
3.124000,-1.063040853
3.125000,-0.872377733
3.126000,-0.763212266
3.127000,-0.543076974
3.128000,-0.392613003
3.129000,-0.204703792
3.130000,-0.010995704
3.131000,0.201360708
3.132000,0.341948034
3.133000,0.538895852
3.134000,0.814441756
3.135000,0.946680119
3.136000,1.089574864
3.137000,1.277404705
3.138000,1.401162315
3.139000,1.465808318
3.140000,1.652850375
3.141000,1.742265448
3.142000,1.836805888
3.143000,1.865527848
3.144000,1.926434282
3.145000,1.993524498
3.146000,1.963251754
3.147000,1.946358337
3.148000,1.945437519
3.149000,1.882825588
3.150000,1.873051666
3.151000,1.769809488
3.152000,1.709237624
3.153000,1.591470155
3.154000,1.482153621
3.155000,1.442699327
3.156000,1.326850908
3.157000,1.234085268
3.158000,1.132823835
3.159000,0.963784993
3.160000,0.911431316
3.161000,0.751775372
3.162000,0.736905231
3.163000,0.604323829
3.164000,0.573399338
3.165000,0.511076976
3.166000,0.410758141
3.167000,0.371699979
3.168000,0.362187197
3.169000,0.236378371
3.170000,0.272625273
3.171000,0.230360944
3.172000,0.234108121
3.173000,0.139394703
3.174000,0.175763506
3.175000,0.197833218
3.176000,0.195772611
3.177000,0.122348386
3.178000,0.126534554
3.179000,0.177711690
3.180000,0.064551746
3.181000,0.086763690
3.182000,0.070079616
3.183000,0.041724742
3.184000,-0.025097352
3.185000,-0.007139655
3.186000,-0.053886687
3.187000,-0.075817012
3.188000,-0.208781826
3.189000,-0.258538226
3.190000,-0.273994918
3.191000,-0.318109890
3.192000,-0.440451141
3.193000,-0.554408239
3.194000,-0.583146875
3.195000,-0.614296718
3.196000,-0.686716588
3.197000,-0.733517285
3.198000,-0.763840708
3.199000,-0.882924978
3.200000,-0.938200302
3.201000,-0.980005591
3.202000,-0.971475507
3.203000,-0.951498380
3.204000,-0.934528902
3.205000,-0.973831169
3.206000,-0.963767122
3.207000,-0.941976267
3.208000,-0.865358582
3.209000,-0.880173896
3.210000,-0.807451353
3.211000,-0.746451635
3.212000,-0.678787363
3.213000,-0.552912353
3.214000,-0.559898175
3.215000,-0.383799323
3.216000,-0.401381783
3.217000,-0.332188737
